Gene,Non-unique Gene name,Annotation,gardnerella_leopoldii_UGent06.41,gardnerella_leopoldii_UMB6774,gardnerella_piotii_JNFY15,gardnerella_piotii_UGhent18.01,gardnerella_swidsinskii_GS9838-1,gardnerella_swidsinskii_JNFY3,gardnerella_vaginalis_ATCC14018,gardnerella_vaginalis_NR001
atpE,atpE,ATP synthase F0 subunit C,GPLCAFGD_01159,IJGDKHFC_00296,NCOBLFIM_00738,CHHPJEJH_00162,MEHEBMPK_00166,JPHLBIEJ_00780,HBKJMDBP_00195,LDEEJEMD_00323
group_2104,,F0F1 ATP synthase subunit delta,GPLCAFGD_01161,IJGDKHFC_00298,NCOBLFIM_00740,CHHPJEJH_00164,MEHEBMPK_00168,JPHLBIEJ_00782,HBKJMDBP_00197,LDEEJEMD_00321
proB,proB,glutamate 5-kinase,GPLCAFGD_00907,IJGDKHFC_00044,NCOBLFIM_00479,CHHPJEJH_01117,MEHEBMPK_01111,JPHLBIEJ_00511,HBKJMDBP_01209,LDEEJEMD_01574
purB,;purB,adenylosuccinate lyase,GPLCAFGD_00499,IJGDKHFC_00504,NCOBLFIM_00128,CHHPJEJH_00786,MEHEBMPK_01053,JPHLBIEJ_00049,HBKJMDBP_00897,LDEEJEMD_01272
rho,rho;,transcription termination factor Rho;hypothetical protein,GPLCAFGD_01126,IJGDKHFC_00263,NCOBLFIM_00713,CHHPJEJH_00136,MEHEBMPK_00125,JPHLBIEJ_00740,HBKJMDBP_00145,LDEEJEMD_00355;LDEEJEMD_00356
group_2094,,ABC transporter permease subunit;sulfonate ABC transporter permease;aliphatic sulfonate ABC transporter,GPLCAFGD_00115,IJGDKHFC_00733,NCOBLFIM_00910,CHHPJEJH_00334,MEHEBMPK_00375,JPHLBIEJ_00973,HBKJMDBP_00353,LDEEJEMD_00096
rplQ,rplQ,50S ribosomal protein L17,GPLCAFGD_00055,IJGDKHFC_00797,NCOBLFIM_00874,CHHPJEJH_00298,MEHEBMPK_00312,JPHLBIEJ_00911,HBKJMDBP_00314,LDEEJEMD_00169
adhE,;adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,GPLCAFGD_00027,IJGDKHFC_00825,NCOBLFIM_00846,CHHPJEJH_00270,MEHEBMPK_00284,JPHLBIEJ_00883,HBKJMDBP_00286;HBKJMDBP_00285,LDEEJEMD_00195
carA,carA;,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit;carbamoyl-phosphate synthase small subunit,GPLCAFGD_00673,IJGDKHFC_00871,NCOBLFIM_01206,CHHPJEJH_00650,MEHEBMPK_00615,JPHLBIEJ_00240,HBKJMDBP_00785,LDEEJEMD_01399
efp,efp,elongation factor P,GPLCAFGD_00675,IJGDKHFC_00873,NCOBLFIM_01203,CHHPJEJH_00648,MEHEBMPK_00617,JPHLBIEJ_00242,HBKJMDBP_00787,LDEEJEMD_01396
gltX,;gltX,glutamate--tRNA ligase;hypothetical protein,GPLCAFGD_01214,IJGDKHFC_00351,NCOBLFIM_00790,CHHPJEJH_00214,MEHEBMPK_00232,JPHLBIEJ_00832,HBKJMDBP_00259,LDEEJEMD_00233;LDEEJEMD_00232
rplA,rplA,50S ribosomal protein L1,GPLCAFGD_00894,IJGDKHFC_00032,NCOBLFIM_00817,CHHPJEJH_00241,MEHEBMPK_01125,JPHLBIEJ_00497,HBKJMDBP_01174,LDEEJEMD_01619
rph,rph,ribonuclease PH,GPLCAFGD_00108,IJGDKHFC_00740,NCOBLFIM_00904,CHHPJEJH_00328,MEHEBMPK_00369,JPHLBIEJ_00967,HBKJMDBP_01139,7_refound_107_stop
ftsE,ftsE;,cell division ATP-binding protein FtsE,GPLCAFGD_00771,IJGDKHFC_00970,NCOBLFIM_00169,CHHPJEJH_00831,MEHEBMPK_00710,JPHLBIEJ_00346,HBKJMDBP_00614,LDEEJEMD_00842
group_2059,,YggS family pyridoxal phosphate enzyme;YggS family pyridoxal phosphate-dependent enzyme,GPLCAFGD_01109,IJGDKHFC_00246,NCOBLFIM_00727,CHHPJEJH_00150,MEHEBMPK_00110,JPHLBIEJ_00718,HBKJMDBP_00126,LDEEJEMD_00380
rplD,rplD,50S ribosomal protein L4,GPLCAFGD_00030,IJGDKHFC_00822,NCOBLFIM_00849,CHHPJEJH_00273,MEHEBMPK_00287,JPHLBIEJ_00886,HBKJMDBP_00289,LDEEJEMD_00193
group_2053,,NAD+ synthase,GPLCAFGD_00643,IJGDKHFC_01192,NCOBLFIM_01114,CHHPJEJH_00558,MEHEBMPK_00587,JPHLBIEJ_00212,HBKJMDBP_00910,LDEEJEMD_01253
group_2052,,HRDC domain-containing protein;ribonuclease D,GPLCAFGD_00639,IJGDKHFC_01196,NCOBLFIM_01118,CHHPJEJH_00562,MEHEBMPK_00583,JPHLBIEJ_00208,HBKJMDBP_00905,LDEEJEMD_01261
group_2039,,NCS2 family permease,GPLCAFGD_01237,IJGDKHFC_00854,NCOBLFIM_00813,CHHPJEJH_00237,MEHEBMPK_00255,JPHLBIEJ_00855,HBKJMDBP_01178,LDEEJEMD_01615
pstA,pstA,phosphate ABC transporter permease PstA;phosphate ABC transporter permease protein PstA,GPLCAFGD_01235,IJGDKHFC_00856,NCOBLFIM_00811,CHHPJEJH_00235,MEHEBMPK_00253,JPHLBIEJ_00853,HBKJMDBP_01180,LDEEJEMD_01612
gap,gap,type I glyceraldehyde-3-phosphate dehydrogenase,GPLCAFGD_00225,IJGDKHFC_01143,NCOBLFIM_00425,CHHPJEJH_01066,MEHEBMPK_00836,JPHLBIEJ_01099,HBKJMDBP_00402,LDEEJEMD_00022
prfA,prfA,peptide chain release factor 1,GPLCAFGD_00788,IJGDKHFC_00988,NCOBLFIM_00183,CHHPJEJH_00847,MEHEBMPK_00727,JPHLBIEJ_00361,HBKJMDBP_00598,LDEEJEMD_00821
group_2021,,MFS transporter;hypothetical protein,GPLCAFGD_00993,IJGDKHFC_00130,NCOBLFIM_00560,CHHPJEJH_01149,MEHEBMPK_01189,JPHLBIEJ_00601,HBKJMDBP_01303,LDEEJEMD_01532
yueB,yueB;,ESX secretion system protein YueB;YhgE/Pip domain-containing protein,GPLCAFGD_00357,IJGDKHFC_00639,NCOBLFIM_00232,CHHPJEJH_00890,MEHEBMPK_00906,JPHLBIEJ_01194,HBKJMDBP_00540,LDEEJEMD_00751
group_2015,,FAD-dependent oxidoreductase,GPLCAFGD_00360,IJGDKHFC_00636,NCOBLFIM_00230,CHHPJEJH_00887,MEHEBMPK_00908,JPHLBIEJ_01196,HBKJMDBP_00543,LDEEJEMD_00753
group_2004,,glutamine amidotransferase,GPLCAFGD_01102,IJGDKHFC_00239,NCOBLFIM_00676,CHHPJEJH_00102,MEHEBMPK_00098,JPHLBIEJ_00711,HBKJMDBP_00116,LDEEJEMD_00393
atpD,atpD,F0F1 ATP synthase subunit beta,GPLCAFGD_01164,IJGDKHFC_00301,NCOBLFIM_00743,CHHPJEJH_00167,MEHEBMPK_00171,JPHLBIEJ_00785,HBKJMDBP_00200,LDEEJEMD_00318
atpA,atpA,F0F1 ATP synthase subunit alpha,GPLCAFGD_01162,IJGDKHFC_00299,NCOBLFIM_00741,CHHPJEJH_00165,MEHEBMPK_00169,JPHLBIEJ_00783,HBKJMDBP_00198,LDEEJEMD_00320
group_2001,,GtrA family protein;sugar translocase,GPLCAFGD_01211,IJGDKHFC_00348,NCOBLFIM_00787,CHHPJEJH_00211,MEHEBMPK_00229,JPHLBIEJ_00829,HBKJMDBP_00256,LDEEJEMD_00236
group_1997,,L-threonylcarbamoyladenylate synthase;threonylcarbamoyl-AMP synthase;Sua5/YciO/YrdC/YwlC family protein,GPLCAFGD_00786,IJGDKHFC_00986,NCOBLFIM_00181,CHHPJEJH_00845,MEHEBMPK_00725,JPHLBIEJ_00359,HBKJMDBP_00600,LDEEJEMD_00823
guaB,guaB,IMP dehydrogenase,GPLCAFGD_00784,IJGDKHFC_00984,NCOBLFIM_00179,CHHPJEJH_00843,MEHEBMPK_00723,JPHLBIEJ_00357,HBKJMDBP_00602,LDEEJEMD_00825
rpiA,rpiA,ribose-5-phosphate isomerase RpiA,GPLCAFGD_00067,IJGDKHFC_00781,NCOBLFIM_00893,CHHPJEJH_00317,MEHEBMPK_00329,JPHLBIEJ_00927,HBKJMDBP_01150,LDEEJEMD_00614
phoU,phoU,phosphate transport system regulatory protein PhoU;phosphate signaling complex protein PhoU,GPLCAFGD_00160,IJGDKHFC_00688,NCOBLFIM_00317,CHHPJEJH_00954,MEHEBMPK_00421,JPHLBIEJ_01018,HBKJMDBP_01002,LDEEJEMD_01133
lysS,lysS,lysine--tRNA ligase,GPLCAFGD_00158,IJGDKHFC_00690,NCOBLFIM_00319,CHHPJEJH_00956,MEHEBMPK_00419,JPHLBIEJ_01016,HBKJMDBP_01004,LDEEJEMD_01131
aroB,aroB;,3-dehydroquinate synthase;bifunctional shikimate kinase/3-dehydroquinate synthase,GPLCAFGD_00145,IJGDKHFC_00703,NCOBLFIM_01020,CHHPJEJH_00446,MEHEBMPK_00405,JPHLBIEJ_01003,HBKJMDBP_00475,LDEEJEMD_00652
nrdH,;nrdH,NrdH-redoxin;glutaredoxin family protein;glutaredoxin-like protein NrdH,GPLCAFGD_01191,IJGDKHFC_00328,NCOBLFIM_00771,CHHPJEJH_00195,MEHEBMPK_00212,JPHLBIEJ_00812,HBKJMDBP_00237,LDEEJEMD_00257
nrdE,nrdE,Ribonucleoside-diphosphate reductase subunit alpha;class 1b ribonucleoside-diphosphate reductase subunit alpha,GPLCAFGD_01189,IJGDKHFC_00326,NCOBLFIM_00769,CHHPJEJH_00193,MEHEBMPK_00210,JPHLBIEJ_00810,HBKJMDBP_00235,LDEEJEMD_00261
group_1972,,acetate kinase;hypothetical protein,GPLCAFGD_00419,IJGDKHFC_00577,NCOBLFIM_00280,CHHPJEJH_00917,MEHEBMPK_00968,JPHLBIEJ_01256,HBKJMDBP_00964,LDEEJEMD_01180;LDEEJEMD_01181
group_1971,,phosphoketolase,GPLCAFGD_00421,IJGDKHFC_00575,NCOBLFIM_00278,CHHPJEJH_00915,MEHEBMPK_00970,JPHLBIEJ_01258,HBKJMDBP_00962,LDEEJEMD_01187
group_1968,,hypothetical protein,GPLCAFGD_01113,IJGDKHFC_00250,NCOBLFIM_00723,CHHPJEJH_00146,MEHEBMPK_00114,JPHLBIEJ_00729,HBKJMDBP_00134,LDEEJEMD_00373
group_1944,,2-dehydropantoate 2-reductase;ketopantoate reductase family protein,GPLCAFGD_01008,IJGDKHFC_00145,NCOBLFIM_00578,CHHPJEJH_00005,MEHEBMPK_00004,JPHLBIEJ_00618,HBKJMDBP_00003,LDEEJEMD_00517
thrS,;thrS,threonine--tRNA ligase;hypothetical protein,GPLCAFGD_00606,IJGDKHFC_00388,NCOBLFIM_01139,CHHPJEJH_00583,MEHEBMPK_00541,JPHLBIEJ_00173,HBKJMDBP_00852,LDEEJEMD_01318;LDEEJEMD_01317
group_1939,,metal ABC transporter permease,GPLCAFGD_00607,IJGDKHFC_00387,NCOBLFIM_01138,CHHPJEJH_00582,MEHEBMPK_00542,JPHLBIEJ_00174,HBKJMDBP_00853,LDEEJEMD_01316
rpsH,rpsH,30S ribosomal protein S8,GPLCAFGD_00043,IJGDKHFC_00809,NCOBLFIM_00862,CHHPJEJH_00286,MEHEBMPK_00300,JPHLBIEJ_00899,HBKJMDBP_00302,LDEEJEMD_00181
group_1919,,adenylate kinase,GPLCAFGD_00050,IJGDKHFC_00802,NCOBLFIM_00869,CHHPJEJH_00293,MEHEBMPK_00307,JPHLBIEJ_00906,HBKJMDBP_00309,LDEEJEMD_00175
group_1918,,F0F1 ATP synthase subunit B,GPLCAFGD_01160,IJGDKHFC_00297,NCOBLFIM_00739,CHHPJEJH_00163,MEHEBMPK_00167,JPHLBIEJ_00781,HBKJMDBP_00196,LDEEJEMD_00322
rplI,rplI,50S ribosomal protein L9,GPLCAFGD_00083,IJGDKHFC_00765,NCOBLFIM_00955,CHHPJEJH_00380,MEHEBMPK_00344,JPHLBIEJ_00942,HBKJMDBP_00414,LDEEJEMD_00010
obgE,obgE,GTPase ObgE,GPLCAFGD_00908,IJGDKHFC_00045,NCOBLFIM_00480,CHHPJEJH_01118,MEHEBMPK_01110,JPHLBIEJ_00512,HBKJMDBP_01210,LDEEJEMD_01573
group_1916,,flippase-like domain-containing protein;hypothetical protein;TIGR00374 family protein;lysylphosphatidylglycerol synthase transmembrane domain-containing protein,GPLCAFGD_00498,IJGDKHFC_00505,NCOBLFIM_00129,CHHPJEJH_00787,MEHEBMPK_01052,JPHLBIEJ_00048,HBKJMDBP_00898,LDEEJEMD_01271;LDEEJEMD_01270;LDEEJEMD_01267;LDEEJEMD_01269;LDEEJEMD_01268
rplC,rplC,50S ribosomal protein L3,GPLCAFGD_00029,IJGDKHFC_00823,NCOBLFIM_00848,CHHPJEJH_00272,MEHEBMPK_00286,JPHLBIEJ_00885,HBKJMDBP_00288,LDEEJEMD_00194
group_1905,,NAD(P)/FAD-dependent oxidoreductase;hypothetical protein,GPLCAFGD_01125,IJGDKHFC_00262,NCOBLFIM_00714,CHHPJEJH_00137,MEHEBMPK_00124,JPHLBIEJ_00739,HBKJMDBP_00144,LDEEJEMD_00359
rplE,rplE,50S ribosomal protein L5,GPLCAFGD_00041,IJGDKHFC_00811,NCOBLFIM_00860,CHHPJEJH_00284,MEHEBMPK_00298,JPHLBIEJ_00897,HBKJMDBP_00300,LDEEJEMD_00183
group_1895,,AAA-associated domain-containing protein;ABC transporter ATP-binding protein;nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein,GPLCAFGD_00116,IJGDKHFC_00732,NCOBLFIM_00911,CHHPJEJH_00335,MEHEBMPK_00376,JPHLBIEJ_00974,HBKJMDBP_00354,LDEEJEMD_00095
group_1891,,DNA-directed RNA polymerase subunit alpha,GPLCAFGD_00054,IJGDKHFC_00798,NCOBLFIM_00873,CHHPJEJH_00297,MEHEBMPK_00311,JPHLBIEJ_00910,HBKJMDBP_00313,LDEEJEMD_00170
rpsM,;rpsM,30S ribosomal protein S13,GPLCAFGD_00052,IJGDKHFC_00800,NCOBLFIM_00871,CHHPJEJH_00295,MEHEBMPK_00309,JPHLBIEJ_00908,HBKJMDBP_00311,LDEEJEMD_00172
group_1887,,pyroglutamyl-peptidase I,GPLCAFGD_00361,IJGDKHFC_00635,NCOBLFIM_00229,CHHPJEJH_00886,MEHEBMPK_00909,JPHLBIEJ_01197,HBKJMDBP_00544,LDEEJEMD_00754
nusB,nusB,transcription antitermination factor NusB,GPLCAFGD_00674,IJGDKHFC_00872,NCOBLFIM_01204,CHHPJEJH_00649,MEHEBMPK_00616,JPHLBIEJ_00241,HBKJMDBP_00786,LDEEJEMD_01397
rplK,rplK,50S ribosomal protein L11,GPLCAFGD_00895,IJGDKHFC_00033,NCOBLFIM_00816,CHHPJEJH_00240,MEHEBMPK_01124,JPHLBIEJ_00498,HBKJMDBP_01175,LDEEJEMD_01618
group_1828,,non-canonical purine NTP pyrophosphatase,GPLCAFGD_00109,IJGDKHFC_00739,NCOBLFIM_00905,CHHPJEJH_00329,MEHEBMPK_00370,JPHLBIEJ_00968,HBKJMDBP_01138,LDEEJEMD_00597
group_1827,,thiamine diphosphokinase,GPLCAFGD_00226,IJGDKHFC_01142,NCOBLFIM_00424,CHHPJEJH_01065,MEHEBMPK_00837,JPHLBIEJ_01100,HBKJMDBP_00403,LDEEJEMD_00021
group_1821,,M13-type metalloendopeptidase;peptidase M13;hypothetical protein,GPLCAFGD_00774,IJGDKHFC_00973,NCOBLFIM_00172,CHHPJEJH_00834,MEHEBMPK_00713,JPHLBIEJ_00349,HBKJMDBP_00611,LDEEJEMD_00837
prfB,prfB;,peptide chain release factor 2,GPLCAFGD_00772,IJGDKHFC_00971,NCOBLFIM_00170,CHHPJEJH_00832,MEHEBMPK_00711,JPHLBIEJ_00347,HBKJMDBP_00613,LDEEJEMD_00841
group_1815,,fumarylacetoacetate hydrolase family protein;2-hydroxyhepta-24-diene-17-dioate isomerase,GPLCAFGD_01110,IJGDKHFC_00247,NCOBLFIM_00726,CHHPJEJH_00149,MEHEBMPK_00111,JPHLBIEJ_00719,HBKJMDBP_00127,LDEEJEMD_00379
rplP,rplP,50S ribosomal protein L16,GPLCAFGD_00036,IJGDKHFC_00816,NCOBLFIM_00855,CHHPJEJH_00279,MEHEBMPK_00293,JPHLBIEJ_00892,HBKJMDBP_00295,LDEEJEMD_00187
rplW,rplW,50S ribosomal protein L23,GPLCAFGD_00031,IJGDKHFC_00821,NCOBLFIM_00850,CHHPJEJH_00274,MEHEBMPK_00288,JPHLBIEJ_00887,HBKJMDBP_00290,LDEEJEMD_00192
pstB,;pstB,phosphate ABC transporter ATP-binding protein;phosphate ABC transporter ATP-binding protein PstB,GPLCAFGD_01236,IJGDKHFC_00855,NCOBLFIM_00812,CHHPJEJH_00236,MEHEBMPK_00254,JPHLBIEJ_00854,HBKJMDBP_01179,LDEEJEMD_01613
ybaK,;ybaK,Cys-tRNA(Pro) deacylase,GPLCAFGD_00224,IJGDKHFC_01144,NCOBLFIM_00426,CHHPJEJH_01067,MEHEBMPK_00835,JPHLBIEJ_01098,HBKJMDBP_00401,LDEEJEMD_00023
rpmE,rpmE,50S ribosomal protein L31,GPLCAFGD_00789,IJGDKHFC_00989,NCOBLFIM_00184,CHHPJEJH_00848,MEHEBMPK_00728,JPHLBIEJ_00362,HBKJMDBP_00597,LDEEJEMD_00820
tkt,;tkt,transketolase,GPLCAFGD_00655,IJGDKHFC_01218,NCOBLFIM_00019,CHHPJEJH_00677,MEHEBMPK_00599,JPHLBIEJ_00224,HBKJMDBP_00752,LDEEJEMD_01005
fusA,fusA,elongation factor G,GPLCAFGD_00796,IJGDKHFC_01000,NCOBLFIM_00370,CHHPJEJH_01009,MEHEBMPK_00735,JPHLBIEJ_00388,HBKJMDBP_01062,LDEEJEMD_01053
group_1710,,L-lactate dehydrogenase;hypothetical protein,GPLCAFGD_00453,IJGDKHFC_00544,NCOBLFIM_01167,CHHPJEJH_00611,MEHEBMPK_01010,JPHLBIEJ_00007,HBKJMDBP_00823,LDEEJEMD_01349;LDEEJEMD_01350
group_1699,,4-hydroxybutyrate dehydrogenase,GPLCAFGD_00359,IJGDKHFC_00637,NCOBLFIM_00231,CHHPJEJH_00888,MEHEBMPK_00907,JPHLBIEJ_01195,HBKJMDBP_00542,LDEEJEMD_00752
group_1670,,F0F1 ATP synthase subunit gamma,GPLCAFGD_01163,IJGDKHFC_00300,NCOBLFIM_00742,CHHPJEJH_00166,MEHEBMPK_00170,JPHLBIEJ_00784,HBKJMDBP_00199,LDEEJEMD_00319
group_1666,,GNAT family N-acetyltransferase;GNAT family protein,GPLCAFGD_01123,IJGDKHFC_00260,NCOBLFIM_00716,CHHPJEJH_00139,MEHEBMPK_00122,JPHLBIEJ_00737,HBKJMDBP_00142,LDEEJEMD_00362
gatA,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,GPLCAFGD_01121,IJGDKHFC_00258,NCOBLFIM_00718,CHHPJEJH_00141,MEHEBMPK_00120,JPHLBIEJ_00735,HBKJMDBP_00140,LDEEJEMD_00364
group_1664,,hypothetical protein;phenylpyruvate tautomerase MIF-related protein,GPLCAFGD_01210,IJGDKHFC_00347,NCOBLFIM_00786,CHHPJEJH_00210,MEHEBMPK_00228,JPHLBIEJ_00828,HBKJMDBP_00255,LDEEJEMD_00237
group_1658,,MraY family glycosyltransferase;undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,GPLCAFGD_00785,IJGDKHFC_00985,NCOBLFIM_00180,CHHPJEJH_00844,MEHEBMPK_00724,JPHLBIEJ_00358,HBKJMDBP_00601,LDEEJEMD_00824
group_1642,,NAD(+)/NADH kinase;diacylglycerol kinase;diacylglycerol kinase family protein,GPLCAFGD_00070,IJGDKHFC_00778,NCOBLFIM_00896,CHHPJEJH_00320,MEHEBMPK_00332,JPHLBIEJ_00930,HBKJMDBP_01147,LDEEJEMD_00610
group_1639,,phosphoglyceromutase,GPLCAFGD_00159,IJGDKHFC_00689,NCOBLFIM_00318,CHHPJEJH_00955,MEHEBMPK_00420,JPHLBIEJ_01017,HBKJMDBP_01003,LDEEJEMD_01132
aroQ,aroQ,type II 3-dehydroquinate dehydratase;3-dehydroquinate dehydratase,GPLCAFGD_00146,IJGDKHFC_00702,NCOBLFIM_01021,CHHPJEJH_00447,MEHEBMPK_00406,JPHLBIEJ_01004,HBKJMDBP_00476,LDEEJEMD_00651
hrcA,hrcA;,heat-inducible transcriptional repressor HrcA,GPLCAFGD_00654,IJGDKHFC_01219,NCOBLFIM_00020,CHHPJEJH_00678,MEHEBMPK_00598,JPHLBIEJ_00223,HBKJMDBP_00751,LDEEJEMD_01004
pyk,pyk,pyruvate kinase,GPLCAFGD_00401,IJGDKHFC_00595,NCOBLFIM_00210,CHHPJEJH_00875,MEHEBMPK_00952,JPHLBIEJ_01240,HBKJMDBP_00570,LDEEJEMD_00787
coaE~~~coaE_2,coaE;;coaE_2,dephospho-CoA kinase,GPLCAFGD_00397,IJGDKHFC_00599,NCOBLFIM_00214,CHHPJEJH_00879,MEHEBMPK_00950,JPHLBIEJ_01238,HBKJMDBP_00568,LDEEJEMD_00785
nrdI,nrdI;,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,GPLCAFGD_01190,IJGDKHFC_00327,NCOBLFIM_00770,CHHPJEJH_00194,MEHEBMPK_00211,JPHLBIEJ_00811,HBKJMDBP_00236,LDEEJEMD_00258
nrdF,nrdF,class 1b ribonucleoside-diphosphate reductase subunit beta,GPLCAFGD_01188,IJGDKHFC_00325,NCOBLFIM_00768,CHHPJEJH_00192,MEHEBMPK_00209,JPHLBIEJ_00809,HBKJMDBP_00234,LDEEJEMD_00262
guaA,guaA,glutamine-hydrolyzing GMP synthase,GPLCAFGD_00422,IJGDKHFC_00574,NCOBLFIM_00277,CHHPJEJH_00914,MEHEBMPK_00971,JPHLBIEJ_01259,HBKJMDBP_00961,LDEEJEMD_01188
pta,pta;,phosphate acetyltransferase;hypothetical protein,GPLCAFGD_00420,IJGDKHFC_00576,NCOBLFIM_00279,CHHPJEJH_00916,MEHEBMPK_00969,JPHLBIEJ_01257,HBKJMDBP_00963,LDEEJEMD_01183;LDEEJEMD_01185;LDEEJEMD_01184
rmuC,rmuC,DNA recombination protein RmuC,GPLCAFGD_01112,IJGDKHFC_00249,NCOBLFIM_00724,CHHPJEJH_00147,MEHEBMPK_00113,JPHLBIEJ_00728,HBKJMDBP_00133,LDEEJEMD_00374
rpsD,rpsD,30S ribosomal protein S4,GPLCAFGD_00136,IJGDKHFC_00712,NCOBLFIM_01010,CHHPJEJH_00436,MEHEBMPK_00396,JPHLBIEJ_00994,HBKJMDBP_00465,LDEEJEMD_00662
group_1304,,type Z 30S ribosomal protein S14,GPLCAFGD_00042,IJGDKHFC_00810,NCOBLFIM_00861,CHHPJEJH_00285,MEHEBMPK_00299,JPHLBIEJ_00898,HBKJMDBP_00301,LDEEJEMD_00182
rpmB,rpmB,50S ribosomal protein L28,GPLCAFGD_00087,IJGDKHFC_00761,NCOBLFIM_00959,CHHPJEJH_00384,MEHEBMPK_00348,JPHLBIEJ_00946,HBKJMDBP_00419,LDEEJEMD_00722
infA,infA,translation initiation factor IF-1,GPLCAFGD_00051,IJGDKHFC_00801,NCOBLFIM_00870,CHHPJEJH_00294,MEHEBMPK_00308,JPHLBIEJ_00907,HBKJMDBP_00310,LDEEJEMD_00174
rpsR,rpsR,30S ribosomal protein S18,GPLCAFGD_00082,IJGDKHFC_00766,NCOBLFIM_00954,CHHPJEJH_00379,MEHEBMPK_00343,JPHLBIEJ_00941,HBKJMDBP_00413,LDEEJEMD_00011
rpmA,rpmA,50S ribosomal protein L27,GPLCAFGD_00909,IJGDKHFC_00046,NCOBLFIM_00481,CHHPJEJH_01119,MEHEBMPK_01109,JPHLBIEJ_00513,HBKJMDBP_01211,LDEEJEMD_01572
rpmC,rpmC,50S ribosomal protein L29,GPLCAFGD_00037,IJGDKHFC_00815,NCOBLFIM_00856,CHHPJEJH_00280,MEHEBMPK_00294,JPHLBIEJ_00893,HBKJMDBP_00296,LDEEJEMD_00186
rpsS,rpsS,30S ribosomal protein S19,GPLCAFGD_00033,IJGDKHFC_00819,NCOBLFIM_00852,CHHPJEJH_00276,MEHEBMPK_00290,JPHLBIEJ_00889,HBKJMDBP_00292,LDEEJEMD_00190
gatC,gatC,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,GPLCAFGD_01120,IJGDKHFC_00257,NCOBLFIM_00719,CHHPJEJH_00142,MEHEBMPK_00119,JPHLBIEJ_00734,HBKJMDBP_00139,LDEEJEMD_00365
rplU,rplU,50S ribosomal protein L21,GPLCAFGD_00910,IJGDKHFC_00047,NCOBLFIM_00482,CHHPJEJH_01120,MEHEBMPK_01108,JPHLBIEJ_00514,HBKJMDBP_01212,LDEEJEMD_01571
group_1091,,hypothetical protein,GPLCAFGD_01124,IJGDKHFC_00261,NCOBLFIM_00715,CHHPJEJH_00138,MEHEBMPK_00123,JPHLBIEJ_00738,HBKJMDBP_00143,LDEEJEMD_00361
rplX,rplX,50S ribosomal protein L24,GPLCAFGD_00040,IJGDKHFC_00812,NCOBLFIM_00859,CHHPJEJH_00283,MEHEBMPK_00297,JPHLBIEJ_00896,HBKJMDBP_00299,LDEEJEMD_00184
rplV,rplV,50S ribosomal protein L22,GPLCAFGD_00034,IJGDKHFC_00818,NCOBLFIM_00853,CHHPJEJH_00277,MEHEBMPK_00291,JPHLBIEJ_00890,HBKJMDBP_00293,LDEEJEMD_00189
rplS,rplS,50S ribosomal protein L19,GPLCAFGD_00117,IJGDKHFC_00731,NCOBLFIM_00912,CHHPJEJH_00336,MEHEBMPK_00377,JPHLBIEJ_00975,HBKJMDBP_00355,LDEEJEMD_00094
rplN,rplN,50S ribosomal protein L14,GPLCAFGD_00039,IJGDKHFC_00813,NCOBLFIM_00858,CHHPJEJH_00282,MEHEBMPK_00296,JPHLBIEJ_00895,HBKJMDBP_00298,LDEEJEMD_00185
rpsL,rpsL,30S ribosomal protein S12,GPLCAFGD_00798,IJGDKHFC_01002,NCOBLFIM_00372,CHHPJEJH_01011,MEHEBMPK_00737,JPHLBIEJ_00390,HBKJMDBP_01064,LDEEJEMD_01050
rpsK,rpsK,30S ribosomal protein S11,GPLCAFGD_00053,IJGDKHFC_00799,NCOBLFIM_00872,CHHPJEJH_00296,MEHEBMPK_00310,JPHLBIEJ_00909,HBKJMDBP_00312,LDEEJEMD_00171
rpsG,rpsG,30S ribosomal protein S7,GPLCAFGD_00797,IJGDKHFC_01001,NCOBLFIM_00371,CHHPJEJH_01010,MEHEBMPK_00736,JPHLBIEJ_00389,HBKJMDBP_01063,LDEEJEMD_01051
group_950,,inorganic diphosphatase,GPLCAFGD_01197,IJGDKHFC_00334,NCOBLFIM_00777,CHHPJEJH_00201,MEHEBMPK_00219,JPHLBIEJ_00819,HBKJMDBP_00243,LDEEJEMD_00250
upp,upp,uracil phosphoribosyltransferase,GPLCAFGD_01103,IJGDKHFC_00240,NCOBLFIM_00677,CHHPJEJH_00103,MEHEBMPK_00101,JPHLBIEJ_00712,HBKJMDBP_00117,LDEEJEMD_00392
map,map,type I methionyl aminopeptidase,GPLCAFGD_00773,IJGDKHFC_00972,NCOBLFIM_00171,CHHPJEJH_00833,MEHEBMPK_00712,JPHLBIEJ_00348,HBKJMDBP_00612,LDEEJEMD_00840
